review,authorName,rating,movieId,id,authorId
"I must admit I was a bit excited when the names Jeepers Creepers popped up as a new movie because the memory of the first and second movie. This one started good enough and was doing fine until the end. The ending was so poorly written and performed that it ruined the whole enjoyment of the movie for me. Without spoiling it for those who want to be disappointed, the facial expressions lifting the toothpick and using dart physics shouldn't be the end product of professional writers.",Mocha6152,1,717728,6359c41d8dbc33007e790730,0c7d1c87-0edb-428e-81cd-95ef66ac6fee
"Esther (Isabelle Fuhrman) is the resident of an high security facility in Estonia where she is a distinct danger to anyone who crosses her path! Rather gorily, she engineers a daring escape and somehow manages to get to the United States where she convinces Allen (Rossif Sutherland) that she is his long lost daughter. Well whilst dad might be fooled, the wife Tricia (Julia Stiles) and her son Gunnar (Matthew Finlan) soon catch on - but it seems that they have secrets of their own to keep. Can an uneasy truce prevail between them? Well, no - of course not but frankly I really couldn't have cared less. She is all too readily accepted into the wealthy American family (no DNA tests with her father to verify?) and as the story plods along, it loses any grasp on plausibility. We are required to believe that Esther is this epitome of evil, but the plot has more holes than a Swiss cheese so I kept asking myself just how any of this could ever actually happen - even in cinema land. It does have the benefit of being quite short, and to be fair to director William Brent Bell, he doesn't hang around once what passes for the story gets going. I just found the whole thing too nonsensical and the lead character had more of a petulance to her than any believable sense of menace.",CinemaSerf,2,760161,630cc47bb3e627007d45c05b,ff490936-94ce-45ba-aeb5-d42316107048
"Even if the story was kind of lackluster, the film itself was incredible.  If you consider the tower as a kind of true main character of the movie.  On first watching this I can instantly imagine the blustering cacophony of outrage about climbing technique from viewers.  From the first, the film is rather jarring but honest about its juvenile depiction of climbing.  At the start I had to decide NOT to care about how realistic it was because it would be wrong to reduce a film abductio absurdum because it is a story after all.  A creation.  It isn't being judged on its ability to remind one of real life so much as to forget it.  I do this 'forgetting' voluntarily and I seem to enjoy films more. I felt my body constricting away slightly and getting anxious during the gravity yawning scenes, 2000ft above the ground!  The characters were reckless enough to believe they would die at almost any time.  It was unrelenting in the tension.  Even if the writing is kind of silly at times, there are elements in a film, perhaps shown through other mediums besides the writing itself that can raise the score of the film quite a bit. Consider the cinematography.  The deft and skilled work at showing the tension existing in every moment by rattling bolts in close up with uncanny metallic sounds protesting the extra weight.  The drone shots that highlight the mind bending fear of such a radical location.   Honestly!  It seemed like such a labor of love of the filmmakers.  They immediately saw how much could be done with the location.  The story felt like a vehicle for the film which was this awesome gigantic testament to the fear of heights.  The movie poster sold this one for me because I was thinking, well, even if it isn't that good, the idea itself is good enough to be fascinating.  Consider the main character of the movie: the tower itself.  It said nothing the entire time, but it was the star of every scene.   Such as it was, the story was like kind of this extra fluff that you had to deal with, but what a cool film.  There was an amazing number of times I was 'triggered' by how silly and unrealistic the climbing aspects were, and how insanely reckless it became.  However, I don't believe that anyone thinks this a film to be studying climbing from.  It isn't even showing climbing's artistic nature which is the film's biggest pitfall.  I loved how the arc centered around conquering your fears through this metaphorical path of climbing and I'm sure a lot of climbers embraced that, and were reminded of it, but it was a crime to leave out why the characters are pursuing this passion.",ObjectivityGate,3,985939,631145261511aa0080d77496,1b5134a9-c246-4e64-9f6d-f17b2d762658
"**Fall is 47 Meters Down but with heights instead of depths - 47 Meters Up.**Fall keeps your stomach in your throat with its dizzying heights and anxiety-inducing peril. The movie’s plot is extremely thin, but that’s what you would expect from a film with this premise. Grace Curry and Virginia Gardner’s despair seemed authentic through their convincing performances. Panic and distress filled every shot as the camera soaked in the unbelievable heights and endless landscapes. Scott Mann once again directs an emotional suspense-laden film that feels incredibly similar to 47 Meters Down, even borrowing an identical plot twist. Fall stretched on a little longer than needed, but I appreciated the staggering suspense and character development that elevated a meager concept to vertigo-inducing heights.",mooney240,3,985939,6311aa49e78687007f5a95ff,1d9ee5ea-c420-48da-8b2b-f3dc018f7778
"Fall is a sweaty palms, nerve racking ride, that plays, with gleeful sadism, on one the most basic and widespread, of human fears.An Acrophobic's worst nightmare, Fall takes a very basic premise and uses it to good effect, building a primal, instinctively terrifying, anxiety soaked action flick, of quite literally, dizzying heights. This is, somewhat antithetically, both an easy and hard watch rolled into one. I frequently found myself holding my breath, tensing, jumping and having to take breaks to get over my own sense of fear, at what I was witnessing. I was heavily invested in the main characters, wanting to see them safely escape their horrible predicament, in spite of their reckless decision to climb an obviously rusted, dilapidated tower. In short, great edge of your seat stuff. Just goes to show how much can be achieved with a modest budget and a lot of inspiration.",MovieGuys,3,985939,631473fdc048a9008fe9cdef,2d6eab00-4f3c-48cc-9849-f18454153469
"Right. First things first. Understood that you erect a 2000ft television relay tower back in the day, but when that industry moves to satellite delivery, why on Earth would anyone just leave this gradually rusting structure standing - only for it to come crashing down one day when the metal fatigue has won out? Hmmm! Anyway, luckily for us the planner's ineptitude allowed for Becky (Grace Caroline Currey) and her friend Hunter (Virginia Gardner) to go climb it. It's quite a big deal for the former woman - she had been free-climbing almost one year earlier with her friend and her husband Dan (Mason Gooding) when disaster struck and she has spent much of the intervening period married to Jack Daniels. Scorning any sensible planning - food, gloves etc. up they go - there is a ladder - and are soon at the top surveying the immensity of the view. Time to go down, the ladder gives way. The two are lucky to have the platform right at the top to take refuge on, but their bag - water and drone contained within - falls 50 feet and balances precariously on a redundant satellite dish below. What's to do? The plot really does take a quite cynical turn when they fire a flare to attract the attention of some men in a nearby camper van, only for the guys to spot them and then proceed to steal their car! Otherwise, this is really just a remarkable feat of photography that certainly had my palms sweating. Director Scott Mann and the cinematographer (MacGregor) do manage to effectively draw us into the two friend's predicament and if you are even vaguely acrophobic, then this film can be a really tough watch at times. Sadly, though, in the search for characterisation we discover that even at altitude, there is a place for a rather tiresome melodrama. Thereafter it is quite difficult to warm to either of the women who are being harried by some hungry buzzards as they perch! The ending is not good. To be fair, it isn't straightforward either, it has a few quirks to keep us on our toes - but they are not terribly realistic quirks. Enjoy is not the correct word for this film - I cannot say I was too relaxed for much of my time in the cinema tonight, but if this is to be seen at all, then it does need that big screen. On television it will lose much of it's photographic impact and that really is all this film is worth watching for - the acting and repetitive Are you OK? dialogue leaves much to be desired.",CinemaSerf,3,985939,63152562d40d4c007ab0c72c,c3c10645-8347-4bd9-9fc2-897dcd444168
"**might contain spoilers**What a great murder mystery film. As an amateur climber, I too was initially put off by the amount of unprofessional climbing techniques. However, if they were truly climbing/solo enthusiasts, how could they not get injured way before they take on any big challenges? (And from a filmmaking perspective, with climbing being such a popular sports, surly it is not hard to get some random joe from the gym to tell the film crew that those techniques are horrible! also there are other suspicious common-sense defying points later…) The answer of course, what we watched is just simply a **recounting of Becky’s version of what transpired!!!** Then all the inaccuracies makes perfect sense as that’s how you get the authorities to believe why the “accidents” happened in the first place — sheer negligence and amateur skills!I believe what happened was that Becky found out that she was cheated on, then plotted to get rid of the asshat by either screwing with the cam placements and/or - as filmed but with a malignant intent - to get rid of the rope too liberally. And no one else knows exactly how good the cam placements are or whether they were tempered with - Hunter is way above them busy down-climbing!Then, this explains perfectly her year-long depression as even if not fully planned out, her imo premeditated actions naturally put herself in even deeper sense of guilt.Then there’s the forever unknowable fact that whether the tower trips is truly initiated by Hunter. Possibly Becky saw Hunter is living a guilt-free life and had another urge for murder and proposed to feed Hunter this great youtube/instagram clickbait trip to convince her to come along! Although the film depicts that Hunter is very heartwarming at times, it’s entirely plausible that Hunter **is** in fact the care-free personality that she demonstrates in **all her videos online!** (which might makes her more murderable in Becky’s eye). So Becky could be using a very high-IQ way of framing her victims as compassionate sweethearts.Finally, the biggest telltale sign that the final accident is premeditated (and possibly intended by the filmcrew/writer) is that when Becky lastly went for Hunter’s body to drop down the phone, she **instinctively — rightfully so for a climber** clipped the carabiner to the lowest stable point which is the as yet unbroken ladder!!!(and the film gave this a real good close-up) Why on earth wouldn’t Hunter do that when she went down to retrieve the bag???!!! This is not just bad climbing, this defies common sense! We were all screaming how stupid it was of Hunter to do what she did in the bag sequence and now we know, **these are all extremely likely fabrications recounted by Becky at the end of the accident!**Lastly, some keen chinese filmgoers also noted the “mistake” on the poster where in fact **the ladders are failing while Becky’s at the top and Hunter is still climbing!** Maybe this is a hint from the production team ;)**welp anyways it’s just a theory :p I probably watched too many asian sope-operas**",Feng,4,985939,631f6fcb0bb076009286f13a,9c943e16-a2b4-419f-876b-b73f2febf06c
"I can’t help having a soft spot for a movie that name-drops several pro wrestlers as a means to convey a nice bit of subtle foreshadowing, and plays Warrants «Cherry Pie» on its soundtrack like every five minutes.On the other hand, it’s very difficult to empathize with the characters in this film; anyone who climbs a rusty, super creaky 2,000 foot TV tower (a choice so inane that under normal circumstances it’s known as the Fallacy of the Climbing Villain) in the middle of bumfuck nowhere just for shits and giggles deserves whatever’s coming to them. The rationale, such as it is, behind the protagonists’ actions is that life is «too short» and «you gotta do something that makes you feel alive.» Methinks they’re confusing joie de vivre with having a fucking death wish. According to these people’s logic, Bobby De Niro and Chris Walken were really sucking the marrow out of life in those Russian roulette scenes from The Deer Hunter.  Now, that climbing artificial structures (known as buildering as well as several other names) is a reckless (not to mention illegal) thing to do doesn’t necessarily mean that those who do it take it lightly. I’m sure a lot of planning and prepping and getting in shape mentally and physically (even the relatively simple act of climbing a ladder becomes a Herculean labor when the ladder is twice as tall as the Eiffel Tower) precedes the actual deed.We don’t see any of that here; not even a training montage. For Hunter (Virginia Gardner) and Becky (Grace Caroline Currey) it’s an overnight decision; sure, Hunter says she’s has «planned» it, and she’s some sort of daredevil You Tuber, but Becky is an out-of-practice rock climber who has ostensibly become a drunken slob in the year since her husband’s Disney Villain Death. All of the above notwithstanding, the film certainly makes the most of its chosen setting. The landscape around the top of the tower (consisting of a «pizza-size platform») betrays a green screen quality to it, but this is a rare occasion in which this actually works in the movie’s favor; at such dizzying heights, wouldn’t the world and everything in it look surreal? Or, to put it more bluntly, wouldn’t your perception get all screwed up? Moreover, the stunts don’t flat-out take your breath away, but they do kind of borrow it for a little while, which is better than nothing; also, there’s a certain measure of suspense regarding whether or not help is on the way — and while this is the only movie that I can think of where the audience is left literally waiting for the other shoe to drop, this aspect of the plot actually involves a pretty neat shot of, well, a shoe dropping.",JPRetana,2,985939,63216caf87a27a0085bc6385,156d181b-556f-44d1-b1df-50fa4b9f4e5e
"**_Fall_** is a survival thriller that succeeds, at least for those of us with the fear of heights, to get an uneasy feeling with the aerial shots. The visual effects used to do those scenes were fairly well done and even though it is a movie with two (naïve) climbers being stuck on top of a tower, the film co-scripted and directed by Scott Mann still was quite entertaining. The performances from both Grace Caroline Currey and Virginia Gardner were well done (Jeffrey Dean Morgan only had a couple minutes of screen time and likely did this as a favor to Mann as the pair previously worked together on 2015’s Heist).**_Fall_** isn’t a movie I’d watch again, not unlike many other of these survival thrillers (like 47 Meters Down, Shallows, 127 Hours), but it’s still well worth a watch especially on a Friday or Saturday night with nothing else that might catch your eye.As a side, apparently this was shot for an R-rating with numerous f-bombs which were dubbed over once Lionsgate was distributing and in one scene the replacement of two f-bombs with “fricking” was pretty laughable. **3.75/5**",JPV852,3,985939,6343af7f39a1a6008442c82b,a5b61dcd-bbe6-47f9-8808-3d7fb24799ce
"MORE SPOILER-FREE REVIEWS @ https://www.msbreviews.com/Fall is one of the biggest surprises of the year! Its premise automatically brings high levels of adrenaline, suspense, and tension - especially for acrophobes - and Scott Mann achieves the ideal mix of realism and absurdity.It doesn't go overboard to the point of causing countless eye rolls, nor is it too generic and inconsequential, adding a rather impactful narrative twist near the third act. Grace Caroline Currey shines alongside an also competent Virginia Gardner, both having enough time to lead a character-driven story focused mainly on a single location.Too bad the frustratingly abrupt ending prevents the movie from reaching the next level...Rating: B",MSB,3,985939,6352876d84448e007a5d1ddf,81e3aac3-f1f2-4c27-8546-09b7468b935c
"_Halloween Ends_ is such a weird film, as a standalone movie I enjoyed it but in the trilogies totality it underwhelms and undermines. With each entry in this trilogy, the movies get farther and farther away from what Halloween is. With Ends there is no tension and no horror, there are some good kills but with nothing building up to it they felt stale. This movie also tears down Michael Meyers in a way that felt out of place in the trilogy. Halloween Kills built Michael up to be an indestructible force with the ability to withstand fire or multiple gunshot wounds, but in Ends that is flipped on its head making him weak due to the ending of the predecessor. It left me feeling like the writers had no idea what they were doing in developing this trilogy. The marketing of the movie was a total farce as well. It was building up to a final clash between Laurie and Michael, and while that does happen the majority follows a character that was just introduced (Corey Cunningham). Even though I really like the opening sequence and backstory to Corey, it had no place being centerstage in the final installment. Overall, this movie was slightly better than the sequel but still squanders the potential that Halloween (2018) had for the trilogy. If any more movies or trilogies are made in the future, please for the love of God hire a producer/writer to develop the entire series instead of piecing it together film by film.**Score:** _44%_ |**Verdict:** _Poor_",Nathan,2,616820,6349a612b7abb50081e7f296,26abf0a3-230c-4f51-869c-525a3873f6a8
"**Poor writing and a confusing story overshadowed a few shining moments and satisfying conclusions to character stories.**It’s so hard to choose whether I liked or disliked Halloween Ends. I enjoyed the resolution to Laurie Strode’s 40-year story arc and the hopeful journey for her granddaughter, Allyson. Even the final showdown between Jamie Lee Curtis and Michael Myers was satisfying, although the story didn’t build to the climax well. Sadly that is where the pros stop. The story was a convoluted mess that ignored all the build-up of the first two films and focused on a new character that didn’t matter to the overall story and didn’t have much impact on the film. As a result, Halloween Ends forgot what made its two predecessors successful and told a pointless meandering tale that had its moments but ultimately disappointed.",mooney240,2,616820,634aed83c8a2d4007a2fdaee,cc71403d-334a-418c-a0ac-5348c0268eaa
"An unfortunate end, to a horror franchise, that started way back in 1978. Halloween Ends, is an inarticulate mess, that fails to build on past films. Instead, it delivers an incomprehensible story, that makes little to no sense, save that it brings the overriding story, to a somewhat confused, conclusion. On the upside solid acting and some tense, jump scare moments but really, its not enough.In summary, a reasonable cast in a poorly scripted film, that add's little to nothing that is meaningful, to the tale of serial killer, Michael Myers.",MovieGuys,2,616820,634ba83220e6a5007a6a3943,42c7871f-123b-4ef1-b9fe-6a200168299d
"It's a sad state of affairs when HALLOWEEN ENDS (2022) is being classed as a bad, terrible or disgraceful motion picture and I worry for cinema as a whole if the only direction the mass want is nothing but cookie-cutter.This film is a straaaaaaange beast and it probably holds the world record for the quickest development of a relationship on screen. Bloody hell, I wanted that relationship to succeed.I'm going to be controversial here... did we need Michael Myers at all here? Maybe the 2 or so scenes we get in the sewer early into the film and that's it... maybe pass the evil on and Michael die of his wounds.The evil is contagious element worked for me and Corey (played by Rohan Campbell) was the standout character.Issues? Yes, there are some - the narration and memoir aspect weren't needed and Corey's mum... erm, I'll leave it there.But I admire this film, oh boy do I. I'd rather the risk be taken than them fall back into the same old routine.Now, before I start the Corey Appreciation Society, all I have left to say is... give a new biscuit a try.",TwiceONCE2016,4,616820,634bc2ebc175b2007f8119bd,b2323a27-d2e6-4b89-9cfa-34cedcad4ff8
"_Halloween Ends_ does provide what it promises and that’s a proper end to the Laurie Strode saga. However, the birth of a new rushed, hot-headed, and sloppier version of The Shape seems to take precedence only to be squashed before Laurie and Michael meet one last time. Entertaining at times and frustrating at others, _Halloween Ends_ is a bloody scenic route of a conclusion that is mostly satisfying despite its underappreciated albeit risky detours.Full review: https://hubpages.com/entertainment/Halloween-Ends-2022-Review-A-Square-Shape-in-a-Round-Horror",Chris Sawin,3,616820,634f4e13076ce8007a50f716,e551a878-0e25-4af3-b64e-f0768ef40886
"Well there is a hewn-out pumpkin that looks ever so slightly scary... Otherwise, this is just one Halloween movie too many and it's only scream yells put me out of my misery pretty much from the start of this slow and plodding denouement to the franchise. Rohan Campbell (Corey) is bullied by some kids who end up shoving him from a bridge. He is dragged into the storm drains by you know who and emerges a man possessed. He has also attached himself to Allyson (Andi Matichak) who just happens to be the daughter of long suffering Laurie (Jamie Lee Curtis) and after a bit of hysteric family melodrama, all of her demons are flee-flowing and we are heading, slowly and ponderously to a conclusion that the best of which has already been seen many times in the trailers. This is far too long, virtually nothing happens until the last fifteen minutes and even then, there isn't even the vaguest hint of menace or jeopardy. The production is adequate, but JLC doesn't really feature often enough - as in Halloween Kills (2021) to make much impact - and the whole thing is episodic and smacks of made for television. Please let it be the final instalment - this bears no resemblance whatsoever to the original 1978 introduction to Myers et al.",CinemaSerf,2,616820,63511d36076ce8007a51b6bf,36a8155f-d859-4615-8c0d-7da580693201
"Okay, seriously, when is the real Halloween Ends be released? What I saw for the bulk was some lame CW-like story. I have to think at this point David Gordon Green and the writer crew are just pulling a prank. I half expected a post-credit scene with Impractical Jokers...I don't even know what to say. I had low expectations going in given how much I disliked Halloween Kills but Ends didn't even meet the lows of the lows. Really dumb. **1.0/5**",JPV852,1,616820,63560465d6c300007ddb6e2b,97cc1cd3-2a1a-45dc-b76c-4a5b85cfd400
"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/piggy-spoiler-free-review-sundance-2022PIGGY is the right type of film to be one of the last movies in an event such as the Sundance Film Festival. Carlota Pereda takes advantage of the terrific lead performance from Laura Galán, and delivers a shocking, violent, frighteningly grounded story about bullying, fat-shaming, and self-acceptance.Despite taking a more revenge-driven approach, the filmmaker beautifully develops the moral concepts at hand. The romantic subplot doesn't really work, though, and the film would have benefited from a stronger atmosphere. In addition to this, just a couple of impactful dialogues surrounding the main themes would have drastically improved the overall piece.Still, it's definitely a must-watch.Rating: B+",MSB,3,848058,6213e5654284ea0040d9b97c,7d7ff822-a39e-4cfb-961c-07ac187a2bdd
"_Barbarian_ is such a twisted and incredibly unique film. Going into this film, I thought I had a pretty good indication of how this was going to go down and was ready for a fun cheesy horror film that follow a pretty generic pattern, but boy was I wrong. Almost the entirety of the trailer was just the first act, and it left me seriously stumped at where this movie was going.That sense of unknown really added to the thick tension that this movie brought throughout. There is a paranoia that occurs with both the audience and the main character. You never know who to trust, even if they give you all the indications that they are trustworthy.In today's horror cinema, it is rare to see a movie so reliant on building tension rather than just jump scares galore. Not to say that this film does not have any jump scares, but they are there to enhance and bring a crescendo to the long scenes of tension and dread.Overall, the acting was brilliant. Georgina Campbell was fantastic. Bill Skarsgård was a bit awkward at times, but I do think that was by choice, as his actor was a kind awkward sweetheart. Justin Long stole the show. His character added a bit of lightness and someone who the audience can really root against.The movie does slightly fall of the rails in the third act, it does not take away from the experience that is Barbarian. In fact, I think it almost enhances the film as something truly unique.**Score:** _87%_ |**Verdict:** _Excellent_",Nathan,4,913290,6349a34c021cee007dc09209,3b357e51-c809-46c0-bf93-97e85e5b5303
"I like Justin Long, he was fantastic in Jeepers Creepers but Barbarian is uninspiring, to say the least. Not that that is the fault of the actors.Without giving too much away, Barbarian feels a little like The Hills Have Eyes, meets Psycho, meets Quasimodo. The problem here is the scripting and handling. Its takes far too long for this story to get off the ground, it has weird, nonsensical plot holes and the reveal comes far to early. Whats left almost feels like a second film. It leaves only a reiteration of the essential earlier plot line with a few wrinkles, as the film moves towards its rather icky, conclusion.Of course, any sense of fear and tension, built up subtly in the first part of the film, is dissipated too. You know what's coming.In summary, this film feels like it borrows from other horror flicks, in the worst possible way, leading to a disjointed but predictable viewing experience that's neither all that scary or even terribly interesting. The only thing propping it up, is the acting, which is of a high standard. Yet, as I've said more times than I can count, that on its own, is not enough.",MovieGuys,2,913290,63587ed015959f0082a88367,3b64c475-2559-4099-935d-5a77850aa242
